Video title,Video publish time,End screen element clicks,Card clicks,Views from playlist,Comments added,Shares,Likes (vs. dislikes) (%),Dislikes,Likes,Subscribers lost,Subscribers gained,Average percentage viewed (%),Views,Watch time (hours),Subscribers,Average view duration,Impressions,Impressions click-through rate (%)
PSL 9 | Babar Azam vs Mohammad Hasnain | Peshawar Zalmi vs Quetta Gladiators | Match 25 | M1Z2A,8-Mar-24,811,0,3,4,159,97.45,5,191,2,14,51.87,18396,294.1957,12,0:00:57,167546,7.64
Top Spinner Wickets in HBL PSL 8 | HBL PSL 8 | MI2A,24-Mar-23,808,0,89,14,350,98.82,12,1006,12,108,37.59,117138,6262.103,96,0:03:12,1092931,7.88
Match Winning Highlights | Pakistan vs Sri Lanka | ODI | PCB | M1D2A,12-Sep-23,807,1,7,123,1199,94.35,241,4027,61,1791,17.84,1199415,67347.9929,1730,0:03:22,9910188,10.21
Rashid Khan's Helicopter Shot Takes Flight in Lahore! 🚁 | #HBLPSL8|MI2,27-Feb-23,806,0,,8,2332,99.07,5,535,2,121,70.92,45297,348.0344,119,0:00:27,432738,9.06
Lahore Qalandars Vs Peshawar Zalmi | Full Match Highlights | Match 11 | HBL PSL 5 | 2020|MB1,28-Feb-20,795,0,,3,269,99.58,3,710,11,139,29.09,70983,6923.3102,128,0:05:51,1432182,3.79
Mohammad Amir vs Shaheen Afridi Fight | HBL PSL | MB2A,31-Jul-23,794,0,2,81,1595,95.49,59,1248,14,156,47.31,230965,4249.2733,142,0:01:06,1968002,10.71
Wahab Riaz vs Shane Watson | The Battle of Pride | HBL PSL 2017 | MB2A,13-Jun-23,794,0,1,8,164,98.32,10,585,7,53,36.55,52788,1463.0562,46,0:01:39,484869,9.46
PSL 9 | Short Highlights | Peshawar Zalmi vs Islamabad United | Match 33 | M2A1A,16-Mar-24,790,0,4097,26,303,96.41,31,832,8,91,46.21,83303,5816.9211,83,0:04:11,923542,7.35
2nd Innings Powerplay | Lahore Qalandars vs Peshawar Zalmi | Match 12 | HBL PSL 9 | M2A1A,25-Feb-24,787,0,1,11,40,98.66,6,443,6,48,56.37,42615,1534.7978,42,0:02:09,296387,12.28
Outclass Batting By World No. 1️⃣ Batsman King Babar Azam Against South Africa | CSA | MJ2A,14-May-23,782,0,4,65,2145,98.12,40,2086,12,207,33.05,139445,6579.362,195,0:02:49,1543691,7.63
PSL 9 | Last Over Drama at Karachi | Karachi Kings vs Peshawar Zalmi | Match 29 | M1Z2A,11-Mar-24,781,0,60,24,791,98.65,17,1245,6,112,67.92,103564,1992.9711,106,0:01:09,1039926,7.96
PSL 9 | Super Last Over Drama | Multan Sultans vs Islamabad United | Match 34 Final | M1Z2A,18-Mar-24,776,0,53,49,731,98.22,20,1103,6,93,64.03,103572,2192.244,87,0:01:16,684179,11.5
PSL 9 | Saim Ayub's Magic Worked | Islamabad United vs Peshawar Zalmi | Match 20 | M1Z2A,4-Mar-24,775,0,53,22,603,99.06,12,1269,11,77,61.03,71713,1458.873,66,0:01:13,534087,11.17
Azam Khan Showing His Power | Watch All Sixes From Azam Khan in HBL PSL 9 | M2A1A,13-May-24,775,0,3,37,517,95.62,35,764,9,110,41.79,181529,4403.8524,101,0:01:27,1045127,16.25
PSL 9 | 2nd Innings Powerplay | Karachi Kings vs Peshawar Zalmi | Match 29 | M2A1A,11-Mar-24,772,0,2,4,17,97.94,7,333,3,31,56.82,42648,1319.2356,28,0:01:51,209456,14.87
PSL 9 | 2nd Innings Powerplay | Islamabad United vs Multan Sultans | Match 27 | M2A1A,10-Mar-24,771,0,,4,26,98.08,5,255,3,16,62.58,24404,814.4473,13,0:02:00,153967,11.61
Shahid Afridi vs Chris Gayle | Boom Boom vs Universe Boss | 6️⃣-4️⃣-6️⃣-6️⃣ | HBL PSL 2017 | MB2A,26-Jul-23,769,0,4,27,666,97.33,31,1130,11,233,51.06,217559,5060.6166,222,0:01:23,2969400,6.55
4️⃣-6️⃣-6️⃣-6️⃣-6️⃣ | Hasan Ali on Beast Mode! | South Africa vs Pakistan | ODI | CSA | MJ2A,22-Oct-23,759,0,5,5,61,98.33,4,236,11,27,32.97,142929,1204.111,16,0:00:30,75370,3.83
Saim Ayub The New Mr. 360° | Fantastic Innings vs New Zealand | PCB,12-Jan-24,755,0,30,62,991,97.32,43,1561,18,277,53.56,304519,4938.4054,259,0:00:58,2577203,10.36
Test Match Thriller | Australia's Fall of Wickets vs Pakistan | Pakistan vs Australia | PCB | MM2A,25-Dec-23,746,0,2,16,163,96.75,42,1249,9,317,28.82,351221,13524.6683,308,0:02:18,2074016,14.39
Haris Rauf vs Mark Wood | Pakistan vs England | PCB | MU2T,27-Sep-22,743,0,2,18,456,99.58,3,711,5,58,57.88,65829,1248.9625,53,0:01:08,545796,10.68
High Voltage Match | Drama At The End | Pakistan vs New Zealand | PCB | M2B2L,12-Jan-24,737,0,25,38,391,95.08,99,1914,38,541,21.51,336792,24426.561,503,0:04:21,2819712,9.95
Australia All Out on 89 Runs | Highlights | Pakistan vs Australia | T20I | PCB | MA2L,29-Jan-23,737,0,1,23,728,94.63,174,3065,27,932,35.43,520013,51122.1157,905,0:05:53,7679188,5.48
Raining Boundaries & Fall of Wickets at Karachi | Pakistan vs West Indies | T20I | PCB | MK2A,25-Jan-24,736,0,2,42,567,95.13,162,3165,39,640,32.36,392936,40047.8375,601,0:06:06,5941850,5.31
Mohammad Rizwan Hits 1st T20I Century Against Proteas | Pakistan vs South Africa | T20I | PCB | ME2A,25-Aug-23,734,0,,4,77,97.44,4,152,1,12,53.06,12713,616.4929,11,0:02:54,81635,3.14
PSL 9 | 2nd Innings Powerplay | Quetta Gladiators vs Multan Sultans | Match 30 | M1Z2A,12-Mar-24,732,0,,1,25,98.94,2,186,1,16,63.5,21811,442.4203,15,0:01:13,182573,8.97
Unforgettable Win | Pakistan vs Sri Lanka | 1st ODI Highlights | PCB | MA2E,22-Apr-21,732,1,1,11,352,94.28,100,1649,17,286,34.22,232219,38232.1282,269,0:09:52,3091101,5.03
Highlights | South Africa vs Pakistan | T20I | CSA | MJ2A,20-Jul-23,732,0,2,44,265,96.62,58,1657,35,292,29.97,195297,17886.4813,257,0:05:29,3098284,4.68
Saim Ayub & Babar Azam's Show | Peshawar Zalmi vs Islamabad United | Match 13 | HBL PSL 9 | M2A1A,26-Feb-24,728,0,5,9,162,98.78,6,486,3,42,52.23,37885,1192.7155,39,0:01:53,318406,10.06
Another Last Over Drama | Peshawar Zalmi vs Islamabad United | Match 13 | HBL PSL 9 | M2A1A,26-Feb-24,727,0,6,2,114,98.53,9,605,7,36,51.25,56657,1758.3871,29,0:01:51,587387,8.17
PSL 9 | Shah Brothers vs Mohammad Amir | Islamabad United vs Quetta Gladiators | Match 32 | M1Z2A,15-Mar-24,727,0,85,10,398,98.8,4,328,4,37,57.63,84835,828.4916,33,0:00:35,308714,10.14
Highlights | Sri Lanka vs Pakistan | 1st Test Day 3 | PCB | M6C2A,15-Jul-23,726,0,1,42,140,96.3,45,1170,25,318,25.68,199191,6948.2497,293,0:02:05,1487934,7.13
Highlights | Pakistan vs England | 1st ODI 2015 | PCB | MA2A,2-Apr-23,724,0,11,13,1117,96.96,51,1629,9,185,32.22,155205,14070.7647,176,0:05:26,1660218,6.79
"Inzamam-ul-Haq Played a Captain's Knock | Pakistan vs England | 4th ODI, 2005 | PCB | MA2A",8-Aug-23,724,0,,64,264,97.79,32,1413,7,200,44.3,177253,5082.7187,193,0:01:43,1507641,10.9
Highlights | South Africa vs Pakistan | ODI | CSA | MJ2A,30-Aug-23,721,1,1,17,430,94.38,79,1326,16,359,19.51,255119,13465.0097,343,0:03:10,2014175,11.1
Highlights | Pakistan vs England | T20I | PCB | MU2A,14-Aug-23,720,0,1,19,343,96.38,66,1755,20,303,27.71,224738,18541.9269,283,0:04:57,2653913,7.25
Rapid Fire Century By Afaq Ahmed | Ghani Value Glass vs Kingdom Valley | Match 13 | GRT 2024,25-Mar-24,717,0,1,14,189,98.84,6,510,3,43,46.26,37376,917.4188,40,0:01:28,499928,6.38
Innings of The Lifetime | Babar Azam's Splendid Knock of 1️⃣9️⃣6️⃣ Against Australia | PCB | MM2A,10-Jul-23,717,0,1,24,74,99.06,6,635,3,61,34.1,52599,2551.3078,58,0:02:54,728333,4.81
Shadab Khan Kay Sath Match Dekhna Na Mumkin Hai | Special Event | PCB | MA2T,8-Dec-22,717,1,,3,68,99.26,3,403,1,47,71.33,25614,324.7969,46,0:00:45,318826,6.83
PSL 9 | 2nd Innings Powerplay | Karachi Kings vs Lahore Qalandars | Match 26 | M2A1A,9-Mar-24,711,0,,5,19,98.51,3,199,2,14,60.03,24720,758.5051,12,0:01:50,160357,13.09
2nd Innings Powerplay | Lahore Qalandars vs Quetta Gladiators | Match 4 | HBL PSL 9 | M2A1A,19-Feb-24,710,0,27,8,62,97.88,8,369,9,67,51.48,46119,1919.1159,58,0:02:29,339605,12.33
Clash of Titans | Imad Wasim vs Shadab Khan | HBL PSL | ML2L,10-Feb-23,702,0,,7,672,96.98,13,418,3,50,51.36,78619,1256.2843,47,0:00:57,624582,11.36
Epic Finish | Low Scoring Thriller | High Voltage Match | Pakistan vs Australia | T20I | PCB | MM2A,30-Oct-23,698,0,16,12,128,95.73,33,739,6,121,30.6,114958,9694.2874,115,0:05:03,1478065,6.28
Most Epic Last Over | Lahore Qalandars vs Karachi Kings | Match 10 | HBL PSL 9 | M2A1A,24-Feb-24,696,0,12,32,267,97.35,14,514,4,41,59.31,69776,2310.632,37,0:01:59,648572,9.19
Shaheens Demolish Kiwis at Lahore | Pakistan vs New Zealand | T20I | PCB | M2B2A,21-Oct-23,695,0,5,25,101,97.06,26,859,22,121,29.8,115740,10240.8485,99,0:05:18,1604699,5.35
Saim Ayub's No Looking Shot | Peshawar Zalmi vs Islamabad United | Match 13 | HBL PSL 9 | M2A1A,26-Feb-24,689,0,8,26,1993,98.9,10,901,5,71,79.77,65742,582.7015,66,0:00:31,449546,12.64
PSL 9 | Winning Moments | Quetta Gladiators vs Lahore Qalandars | Match 28 | M1Z2A,10-Mar-24,683,0,68,22,339,98.51,15,990,4,63,42.69,112153,1569.4785,59,0:00:50,607390,7.65
PSL 9 | Full Highlights | Islamabad United vs Multan Sultans | Match 27 | M2A1A,10-Mar-24,678,0,3785,353,5871,97.3,441,15913,154,2253,41.67,998029,179764.0441,2099,0:10:48,8137630,9.9
Dream Debut By Will Jacks | 6 Wickets Haul | Pakistan vs England | 1st Test Day 4 | PCB | MY2L,4-Dec-22,676,0,1,41,188,97.84,53,2403,26,178,49.83,253864,4146.5422,152,0:00:58,2973939,7.37
2nd Innings Highlights | Quetta Gladiators v Islamabad United | Match 8 | HBL PSL 9 | M2A1A,22-Feb-24,673,0,185,100,588,98.17,58,3108,44,601,49.86,328562,22390.6802,557,0:04:05,3363412,8.62
Mohammad Haris All Sixes Collection in HBL PSL 8 | HBL PSL 8 | MI2A,19-Apr-23,673,1,213,35,3123,99.14,25,2895,12,328,34.9,170296,8106.1901,316,0:02:51,2319276,5.82
Heavy Fight | Ahmed Shehzad vs Mohammad Amir | HBL PSL | MB2A,10-Jul-23,671,0,2,11,83,97.37,3,111,6,9,64.23,6425,105.4621,3,0:00:59,35966,3.71
Dressing Room Diaries: Mickey Arthur Presents The 𝙞𝙢𝙥𝙖𝙘𝙩 𝙥𝙡𝙖𝙮𝙚𝙧 Award to Saud Shakeel 🤩 | MA2A,7-Oct-23,670,0,53,120,217,99.32,18,2631,12,225,50.49,75368,2399.422,213,0:01:54,547740,12.1
PSL 9 | Babar Azam & Saim Ayub on Fire | Peshawar Zalmi vs Quetta Gladiators | Match 25 | M1Z2A,8-Mar-24,668,0,33,24,751,98.8,12,985,12,70,62.26,73810,1276.5455,58,0:01:02,535282,11.35
Training Grind Under Lights as we Look to Bounce Back 🏟️🏏 | PCB | MA2A,18-Oct-23,668,0,9,58,78,98.66,10,736,1,39,56.73,30281,505.7661,38,0:01:00,247154,10.03
The Speed Gun on Fire | Haris Rauf Wickets vs Australia | Pakistan vs Australia | PCB | MM2L,8-Apr-22,664,0,7,6,1440,99.06,4,423,3,49,46.9,41436,599.191,46,0:00:52,366212,10.08
PSL 9 | Full Highlights | Peshawar Zalmi vs Islamabad United | Match 33 | M2A1A,16-Mar-24,663,0,16628,853,7422,96.77,828,24768,191,2850,43.13,1288465,230784.8411,2659,0:10:44,11259950,9.7
W - W | Double Wicket 1st Over By Shaheen Shah Afridi | Eagle 🦅 At His Very Best | PCB | M2B2A,10-Jul-23,660,0,,4,43,96.73,5,148,5,9,44.42,16483,349.8397,4,0:01:16,67908,4.59
Shaheen Afridi Destroys Everyone | All Wickets By Shaheen Afridi | PCB | MA2L,17-Mar-22,655,0,,2,23,98.31,1,58,1,6,73.17,7061,166.4865,5,0:01:24,4004,9.67
High Scoring Game | Record Chase at Rawalpindi | Pakistan vs New Zealand | T20I | M2B2A,29-Mar-24,655,0,10,47,764,96.57,96,2700,23,404,28.7,302731,24644.48,381,0:04:53,4096993,6.06
Azam Khan vs Tabraiz Shamsi | Islamabad United vs Karachi Kings | Match 19 | HBL PSL 8 | MI2A,3-Mar-23,655,0,1,2,222,98.75,4,315,3,37,60.64,34946,653.4138,34,0:01:07,298113,10.37
Rashid Khan vs Tom Kohler-Cadmore | Peshawar Zalmi vs Lahore Qalandars | Match 23 | HBL PSL 8 | MI2A,7-Mar-23,655,0,1,18,468,98.5,11,721,9,63,54.2,76720,1293.6943,54,0:01:00,752815,9.08
Top Knock from Saim Ayub | Multan Sultans vs Peshawar Zalmi | Match 5 | HBL PSL 8 | MI2A,17-Feb-23,653,0,,7,701,98.32,8,468,5,69,56.52,51416,952.5651,64,0:01:06,482067,9.12
Highest Successful Run Chase | Highlights | Pakistan vs Australia | 2nd ODI 2022 | PCB | MM2A,31-Mar-23,653,0,,5,211,94.8,41,748,5,153,33.04,115449,11315.4601,148,0:05:52,1028800,8.6
Kiwis Can't Play Mohammad Amir & Shaheen Shah Afridi | 2nd T20I 2024 | PCB | M2E2A,20-Apr-24,652,0,3,32,309,97.51,13,509,3,76,41.67,116152,1532.6685,73,0:00:47,368925,9.04
PSL 9 | Full Highlights | Karachi Kings vs Peshawar Zalmi | Match 29 | M2A1A,11-Mar-24,649,0,8183,473,5789,97.16,559,19116,146,2286,39.95,1049263,173374.3336,2140,0:09:54,8663631,10.19
Shaheen Shah Afridi is Unplayable | Pakistan vs New Zealand | 5th T20I 2024 | PCB | M2E2A,27-Apr-24,649,0,1,7,125,98.18,5,269,5,14,64.47,20387,222.7259,9,0:00:39,147618,10.6
🎥 Watch Naseem Shah's Swinging Deliveries | Multan Sultans vs Islamabad United | HBL PSL 9 | M2A1A,20-Feb-24,648,0,379,12,1332,98.53,12,803,11,80,55.74,70371,1144.1551,69,0:00:58,827763,7.32
Unstoppable Fakhar Zaman | Explosive Century vs Islamabad United in PSL | HBL PSL 2023 | MI2A,2-Feb-24,648,0,,14,281,98.05,12,602,10,81,40.5,93427,3300.6212,71,0:02:07,901323,8.53
Highlights | Pakistan vs Australia | Historic Victory By Pakistan | ODI | PCB | MM2A,9-Aug-23,646,0,2,67,1038,96.14,195,4863,65,1142,29.02,663656,50451.0953,1077,0:04:33,8315777,7.2
Excellent Bowling By Rachin Ravindra | Pakistan vs New Zealand | 5th ODI 2023 | PCB | M2B2A,8-May-23,645,0,11,23,248,99.24,8,1040,11,124,42.6,135015,1869.4587,113,0:00:49,1056942,11.97
High Scoring Game | Babar Azam's Fantastic 💯 | Pakistan vs New Zealand | 2nd T20I 2023 | PCB | M2B2A,9-Jan-24,644,0,8,66,690,97.97,73,3515,54,670,28.8,312561,26331.6879,616,0:05:03,3374317,7.88
Raining of Sixes By Boom Boom Shahid Afridi | 6️⃣6️⃣6️⃣6️⃣6️⃣6️⃣6️⃣ | Pakistan vs India | PCB | MA2A,11-May-23,643,0,16,14,238,95.66,34,750,6,229,38.75,186105,9756.7723,223,0:03:08,1902705,8.18
2nd Innings Highlights | Multan Sultans vs Quetta Gladiators | Match 11 | HBL PSL 9 | M2A1A,25-Feb-24,642,0,136,39,529,98.38,33,2009,23,196,47.29,189666,12182.2775,173,0:03:51,2036346,8.24
Highlights | Pakistan vs New Zealand | T20I | PCB | M2B2A,1-Aug-23,639,0,1,42,374,97.4,45,1686,26,270,36.11,143789,15416.6877,244,0:06:25,2157461,5.55
PSL 9 | Winning Moments | Peshawar Zalmi vs Quetta Gladiators | Match 25 | M1Z2A,8-Mar-24,638,0,,14,238,99.35,9,1383,5,64,55.75,61952,978.5524,59,0:00:56,562189,8.44
Shaheen Shah Afridi vs David Warner | Dubai Capitals vs Desert Vipers | Match 17 | DP World ILT20,1-Feb-24,636,0,2,21,459,99.22,8,1019,4,61,65.4,70813,758.9441,57,0:00:38,458305,8.92
Highlights | Pakistan vs Australia | 2nd ODI 2022 | PCB | MM2L,24-Dec-22,634,0,,7,378,97.01,51,1652,9,215,34.76,167041,17611.1949,206,0:06:19,1502174,7.91
All Three T20I Centuries of Babar Azam | 💯vs SA | 💯 vs ENG | 💯 vs NZ | PCB | M2B2A,20-Apr-23,632,0,1,64,2134,98.55,28,1900,7,154,36.04,109307,5340.2102,147,0:02:55,1246655,6.75
PSL 9 | Karachi Kings are Back in Game | Karachi Kings vs Lahore Qalandars | Match 26 | M1Z2A,9-Mar-24,631,0,5,3,71,99,2,199,3,27,60.55,20670,368.5342,24,0:01:04,183997,8.56
Shaheen Afridi All Wickets Collection Against New Zealand 2023 | PCB | M2B2A,8-May-23,629,0,29,4,3280,98.37,9,542,8,53,41.72,36012,792.8612,45,0:01:19,291762,10.25
PSL 9 | Winning Moments | Peshawar Zalmi vs Islamabad United | Match 33 | M1Z2A,16-Mar-24,629,0,17,42,700,98.88,11,969,8,82,54.51,51760,924.7846,74,0:01:04,455675,9.14
PSL 9 | Ending Ceremony | Quetta Gladiators vs Multan Sultans | Match 30 | M1Z2A,12-Mar-24,628,0,7,34,94,99.44,8,1429,8,114,40.77,44468,1807.9097,106,0:02:26,582688,6.07
PSL 9 | 2nd Innings Highlights | Islamabad United vs Peshawar Zalmi | Match 20 | M2A1A,4-Mar-24,626,0,157,44,516,97.77,47,2059,23,163,55.89,169364,13252.8751,140,0:04:41,1164313,12.64
Match Winning Knock By Khawaja Nafay | Lahore Qalandars vs Quetta Gladiators | HBL PSL 9 | M2A1A,19-Feb-24,626,0,98,106,1144,98.22,36,1982,24,183,58.75,193238,6906.0416,159,0:02:08,2104998,8.34
PSL 9 | Ending Ceremony | Multan Sultans vs Peshawar Zalmi | Match 31 | M1Z2A,14-Mar-24,619,0,9,38,110,98.61,22,1564,12,196,36.35,51009,2729.439,184,0:03:12,594425,6.72
PSL 9 | 2nd Innings Highlights | Islamabad United vs Karachi Kings | Match 24 | M2A1A,7-Mar-24,619,0,2058,35,273,98.74,17,1332,13,137,57.53,133557,10671.0151,124,0:04:47,1213033,9.34
All Out in Just 60 Runs | West Indies Unbelievable Batting Collapse | PCB | MA2L,26-Jun-23,616,0,,6,47,98.25,8,448,6,51,39.21,30335,1304.9163,45,0:02:34,409888,5.01
Highlights | South Africa vs Pakistan | T20I | CSA | MJ2A,2-Jul-23,614,1,1,113,649,96.14,194,4836,61,959,31.45,541027,46219.309,898,0:05:07,7615808,5.47
Highlights | Pakistan vs New Zealand | 1st ODI 2023 | PCB | M2B2A,8-May-23,611,0,77,9,364,97.11,49,1644,15,267,28.65,168375,16894.3219,252,0:06:01,1693863,8.03
Saim Ayub Perfect Striking | Saim Ayub on the Charge | PCB | M2B2A,18-Sep-23,610,0,1,17,263,98.98,7,679,7,65,60.91,70753,1304.8969,58,0:01:06,564168,10.75
PSL 9 | Winning Moments | Karachi Kings vs Peshawar Zalmi | Match 29 | M1Z2A,11-Mar-24,608,0,6,13,313,99.41,5,845,0,32,51.28,30115,501.9429,32,0:01:00,341572,6.86
Amir vs Shaheen | Biggest Fight Between 2 Top Bowlers Of World | PSL | MI2A,22-Nov-22,607,1,,142,1283,96.6,143,4057,41,474,32.88,394363,15740.2916,433,0:02:23,3827510,8.85
🎥 Watch King Babar Azam's Special Batting Against New Zealand | Pakistan vs New Zealand |PCB | M2B2A,4-Nov-23,606,0,95,55,361,98.78,17,1375,14,77,46.34,85870,1138.5967,63,0:00:47,525672,12.72
Lovely 3 Minutes of King Babar Azam Classy Shots | PCB | MA2L,2-Jun-23,606,0,1,50,8797,99.15,21,2457,10,202,42.19,101126,2287.0501,192,0:01:21,840927,10.05
🔴 RELIVE - Abdullah Shafique's Maiden Test Century 💯 Against Australia | Test | PCB | MM2A,11-Dec-23,604,0,3,13,90,96.9,32,1000,7,201,22.32,220170,6647.6387,194,0:01:48,910977,15.72
Sohail Tanvir vs Ben Cutting | Huge Clash | HBL PSL | ML2L,5-Jul-23,602,0,1,18,299,96.68,13,379,6,33,56.75,29493,1301.8894,27,0:02:38,313528,8.05
Welcome Back Mohammad Amir | Great Comeback Bowling By Mohammad Amir | T20I | PCB | M2E2A,23-Apr-24,599,0,3,21,217,97.98,15,727,8,82,48.96,116147,1563.773,74,0:00:48,628529,12.77
Nail Biting Finish | Fighting Knocks By Both Ends | Pakistan vs New Zealand | 3rd T20I 2023 | M2B2L,19-Jan-24,598,1,118,37,728,95.69,186,4133,44,1006,28.05,577798,50774.7121,962,0:05:16,7011950,6.68
Highlights | Pakistan vs Sri Lanka | T20I | PCB | MA2L,2-Dec-22,596,0,1,119,1931,97.4,225,8435,67,1461,36.97,813537,81965.1892,1394,0:06:02,12849272,4.54
PSL 9 | Sana Javed's Reaction After Shoaib Malik Bowled | Karachi Kings vs Peshawar Zalmi | M1Z2A,11-Mar-24,594,0,271,52,881,98.6,23,1623,13,143,53.67,163541,1950.3217,130,0:00:42,1646502,8.35
PSL 9 | Double Wicket 1st Over By Hunain Shah | Islamabad United vs Peshawar Zalmi | Match20 | M1Z2A,4-Mar-24,594,0,47,10,215,97.39,9,336,2,37,45.16,47053,666.9471,35,0:00:51,221822,9.59
PSL 9 | Unbelievable Victory For United | Peshawar Zalmi vs Islamabad United | Match 33 | M1Z2A,16-Mar-24,593,0,27,31,520,98.12,17,885,11,63,58.11,69554,1201.3359,52,0:01:02,602307,9.09
PSL 9 | Winning Moments | Multan Sultans vs Peshawar Zalmi | Match 31 | M1Z2A,14-Mar-24,589,0,147,50,495,98.01,26,1283,7,119,44.93,146658,2159.893,112,0:00:53,823457,9.32
PSL 9 | Winning Moments | Peshawar Zalmi vs Multan Sultans | Match 21 | M1Z2A,5-Mar-24,586,0,48,11,148,99.24,9,1168,4,82,53.9,76774,1287.2955,78,0:01:00,606663,10.09
1st Innings Powerplay | Lahore Qalandars vs Multan Sultans | Match 14 | HBL PSL 9 | M2A1A,27-Feb-24,583,0,5,13,70,98.17,8,429,4,38,55.38,30880,1035.6373,34,0:02:00,262808,10.26
Highlights | Pakistan vs New Zealand | 2nd T20I 2024 | PCB | M2E2A,4-May-24,583,0,4,58,475,96.23,102,2604,32,600,21.96,413109,25272.6636,568,0:03:40,4785018,7.57
PSL 9 | 2nd Innings Powerplay | Multan Sultans vs Peshawar Zalmi | Match 31 | M1Z2A,14-Mar-24,583,0,3,10,43,97.13,9,305,7,20,52.98,34385,576.8532,13,0:01:00,186791,11.07
Saim Ayub Showing His Skills | Classy Innings Against Quetta | HBL PSL 2023 | MI2A,12-Feb-24,582,0,,7,469,97.51,13,509,5,80,46.53,52422,1856.5296,75,0:02:07,622962,6.92
Heavy Fight | Daryl Mitchell vs Ihsanullah | Pakistan vs New Zealand | 2nd ODI 2023 | PCB | M2B2A,29-Apr-23,581,0,,33,351,97.66,9,375,5,37,57,70403,1170.4145,32,0:00:59,707029,9.17
Full Highlights | Pakistan vs New Zealand | 4th T20I 2024 | PCB | M2E2A,25-Apr-24,581,0,10,1922,5899,95.37,1198,24662,285,5483,31.1,2140717,261322.6107,5198,0:07:19,26608346,6.7
Fighting Match | Shahid Afridi VS Muhammad Amir | PSL|M1G1,22-Dec-19,579,0,2,8,111,99.28,1,137,7,65,30.59,41389,3925.3188,58,0:05:41,553658,5.96
Super Over Thriller Match | Highlights | Pakistan vs Australia | PCB | M6B2L,20-Jan-24,576,0,1,8,108,93.24,39,538,5,128,34.35,101261,11931.9448,123,0:07:04,1504408,5.32
Saim Ayub Double Century Highlights | Faisalabad vs Karachi Whites | Day 1 | Final | #QeAT 2023/24,22-Oct-23,573,0,3,25,389,98.79,11,901,11,120,43.01,57474,2451.4238,109,0:02:33,685313,7.24
Low Scoring Game But Dramatic End at Lahore | Pakistan vs Australia | T20I | PCB | MM2A,29-May-24,573,0,7,65,294,96.5,76,2094,17,316,27.92,281742,21455.6794,299,0:04:34,3222396,7.77
Shaheen Afridi vs Mohammad Rizwan | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2A,15-Mar-23,572,0,4,2,272,99.15,2,233,4,34,49.64,20296,310.6381,30,0:00:55,184670,9.54
PSL 9 | Every Naseem Shah's Wickets in HBL PSL 2024 | HBL PSL 9 | M1Z2A,12-Apr-24,568,0,4,17,396,98.2,7,381,9,22,58.08,17843,339.6924,13,0:01:08,229183,5.71
